#SampleID	Date	Pooled	Family	GenusSpecies	SampleType	SampleIDcopy
NTC4	2017	NC	NTC4	NTC4	NC	NTC4
NTC5	2017	NC	NTC5	NTC5	NC	NTC5
NTC6	2017	NC	NTC6	NTC6	NC	NTC6
NTC7	2017	NC	NTC7	NTC7	NC	NTC7
NTC8	2017	NC	NTC8	NTC8	NC	NTC8
NTC1	2017	NC	NTC1	NTC1	NC	NTC1
P2	2017	PosC	P2	P2	PosC	P2
P3	2017	PosC	P3	P3	PosC	P3
P4	2017	PosC	P4	P4	PosC	P4
P5	2017	PosC	P5	P5	PosC	P5
P6	2017	PosC	P6	P6	PosC	P6
P7	2017	PosC	P7	P7	PosC	P7
P8	2017	PosC	P8	P8	PosC	P8
P1	2017	PosC	P1	P1	PosC	P1
