#SampleID	ID	SampleType	Date	SamplingDay	ROVstation	LocationName	SubstrateHabitat	MainGeography	Lon	Lat	Depth	Temp	TaxStat	Pooled	Class	Family	Genus	Species	EnvReplicates	MaxReplicates	MinReplicates	on_board_ID	LIMS-ID
NZ-229	NZ-229	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.026123	171.9034119	662	na	OK	Demospongiae	Demospongiae	Geodiidae	Geodia	Geodia sp. / Geodia sp. 2	Geodia sp. / Geodia sp. 2	NO	NO	NZ-229	WB-00262
NZ-215	NZ-215	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0251122	171.9043274	625	na	OK	Demospongiae	Demospongiae	unknown 23	unknown 23	haplosclerid	haplosclerid	NO	NO	NZ-215	WB-00250
NZ-227	NZ-227	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0263939	171.9035187	672	na	OK	Demospongiae	Demospongiae	Isodictyidae	Isodictya	Isodictya sp.	Isodictya sp.	YES	NO	NZ-227	WB-00260
NZ-221	NZ-221	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0243111	171.9042511	595	na	OK	Demospongiae	Demospongiae	Latrunculiidae	Latrunculia	Latrunculid1	Latrunculid1	YES	YES	NZ-221	WB-00152
NZ-202	NZ-202	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0265312	171.9035492	678	na	OK	Demospongiae	Demospongiae	Myxillidae	Myxilla	Myxilla / Myxilla sp. 1	Myxilla / Myxilla sp. 1	NO	NO	NZ-202	WB-00237
NZ-200	NZ-200	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0246925	171.9044342	610	na	OK	Demospongiae	Demospongiae	Myxillidae	unknown 9	Myxillid sp. 1	Myxillid sp. 1	YES	YES	NZ-200	WB-00235
NZ-203	NZ-203	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.026123	171.9034119	662	na	OK	Demospongiae	Demospongiae	Myxillidae	unknown 9	Myxillid sp. 1	Myxillid sp. 1	YES	YES	NZ-203	WB-00238
NZ-205	NZ-205	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0265312	171.9035492	678	na	OK	Demospongiae	Demospongiae	Myxillidae	unknown 9	Myxillid sp. 1	Myxillid sp. 1	YES	YES	NZ-205	WB-00240
NZ-218	NZ-218	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0265312	171.9035492	678	na	OK	Demospongiae	Demospongiae	Myxillidae	unknown 9	Myxillid sp. 1	Myxillid sp. 1	YES	YES	NZ-218	WB-00253
NZ-223	NZ-223	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0242615	171.9048615	604	na	OK	Demospongiae	Demospongiae	Myxillidae	unknown 9	Myxillid sp. 1	Myxillid sp. 1	YES	YES	NZ-223	WB-00256
NZ-224	NZ-224	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0236855	171.905777	596	na	OK	Demospongiae	Demospongiae	Myxillidae	unknown 9	Myxillid sp. 1	Myxillid sp. 1	YES	YES	NZ-224	WB-00257
SO254_76_1	SO254_76	Seawater	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0260468	171.9035187	641	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_76	YES	YES	na	na
SO254_76_2	SO254_76	Seawater	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0260468	171.9035187	641	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_76	YES	YES	na	na
SO254_76_3	SO254_76	Seawater	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0260468	171.9035187	641	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_76	YES	YES	na	na
NZ-230	NZ-230	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0256081	171.9039612	642	na	OK	Demospongiae	Demospongiae	Tedaniidae	Tedania	Tedania / Tedania sp. 2	Tedania / Tedania sp. 2	YES	YES	NZ-230	WB-00263
NZ-226	NZ-226	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0261536	171.9033813	665	na	OK	Demospongiae	Demospongiae	Polymastiidae	Tentorium	Tentorium papillatum	Tentorium papillatum	NO	NO	NZ-226	WB-00259
NZ-206	NZ-206	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.025753	171.9038086	646	na	OK	Demospongiae	Demospongiae	Polymastiidae	Tentorium	Tentorium sp.	Tentorium sp.	YES	YES	NZ-206	WB-00241
NZ-212	NZ-212	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.026123	171.9034119	662	na	OK	Demospongiae	Demospongiae	Polymastiidae	Tentorium	Tentorium sp.	Tentorium sp.	YES	YES	NZ-212	WB-00247
NZ-213	NZ-213	Sponge	19.02.17	Day11	76ROV13	Otago/Canterbury Slope	na	na	-45.0256577	171.9038849	643	na	OK	Demospongiae	Demospongiae	Polymastiidae	Tentorium	Tentorium sp.	Tentorium sp.	YES	YES	NZ-213	WB-00248
NZ-260	NZ-260	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2894096	173.6069336	706	na	OK	Demospongiae	Demospongiae	Suberitidae	Aaptos	Aaptos sp.	Aaptos sp.	NO	NO	NZ-260	WB-00283
NZ-248	NZ-248	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2917671	173.6064606	806	na	BAD	unknown sponge	unknown sponge	unknown sponge	unknown sponge	BAD myxillid	BAD myxillid	NO	NO	NZ-248	WB-00272
NZ-257	NZ-257	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2894096	173.6069336	706	na	BAD	unknown sponge	unknown sponge	unknown sponge	unknown sponge	BAD myxillid	BAD myxillid	NO	NO	NZ-257	WB-00280
NZ-243	NZ-243	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2890511	173.6061707	670	na	BAD	unknown sponge	unknown sponge	unknown sponge	unknown sponge	BAD Polymastia	BAD Polymastia	NO	NO	NZ-243	WB-00268
NZ-249	NZ-249	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2883606	173.6061249	668	na	OK	Demospongiae	Demospongiae	Chalinidae	Haliclona	cf. Haliclona/Callyspongia sp. 1	cf. Haliclona/Callyspongia sp. 1	YES	YES	NZ-249	WB-00273
NZ-255	NZ-255	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2919388	173.6065521	813	na	OK	Demospongiae	Demospongiae	Coelosphaeridae	Lissodendoryx	cf. Lissodendoryx	cf. Lissodendoryx	YES	NO	NZ-255	WB-00278
NZ-239	NZ-239	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2900047	173.6064148	726	na	OK	Demospongiae	Demospongiae	Coelosphaeridae	unknown 11	Coelosphaeridae sp.1	Coelosphaeridae sp.1	YES	NO	NZ-239	WB-00266
NZ-256	NZ-256	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2894096	173.6069336	706	na	OK	Demospongiae	Demospongiae	Coelosphaeridae	unknown 11	Coelosphaeridae sp.1	Coelosphaeridae sp.1	YES	NO	NZ-256	WB-00279
NZ-238	NZ-238	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2917747	173.6064148	804	na	BAD	unknown sponge	unknown sponge	unknown sponge	unknown sponge	CONT	CONT	NO	NO	NZ-238	WB-00265
NZ-251	NZ-251	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2917747	173.6064148	804	na	BAD	unknown sponge	unknown sponge	unknown sponge	unknown sponge	CONT	CONT	NO	NO	NZ-251	WB-00275
NZ-259	NZ-259	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2917252	173.606308	799	na	OK	Demospongiae	Demospongiae	Hymedesmiidae	unknown 6	Hymedesmia/Lissodendoryx...	Hymedesmia/Lissodendoryx...	NO	NO	NZ-259	WB-00282
NZ-258	NZ-258	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2917671	173.6064606	806	na	OK	Demospongiae	Demospongiae	Isodictyidae	Isodictya	Isodictya sp.	Isodictya sp.	YES	NO	NZ-258	WB-00281
NZ-240	NZ-240	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2894096	173.6069336	706	na	OK	Demospongiae	Demospongiae	Latrunculiidae	Latrunculia	Latrunculid1	Latrunculid1	YES	YES	NZ-240	WB-00154
NZ-241	NZ-241	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2890511	173.6061707	670	na	OK	Demospongiae	Demospongiae	Latrunculiidae	Latrunculia	Latrunculid1	Latrunculid1	YES	YES	NZ-241	WB-00155
NZ-250	NZ-250	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.290596	173.6055603	806	na	OK	Demospongiae	Demospongiae	Myxillidae	Myxilla	Myxilla / Myxilla sp. 2	Myxilla / Myxilla sp. 2	NO	NO	NZ-250	WB-00274
NZ-252	NZ-252	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2927246	173.6065979	851	na	OK	Demospongiae	Demospongiae	Myxillidae	unknown 9	Myxillid sp. 1	Myxillid sp. 1	YES	YES	NZ-252	WB-00276
NZ-244	NZ-244	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2890511	173.6061707	670	na	BAD	unknown sponge	unknown sponge	unknown sponge	unknown sponge	no sequence	no sequence	NO	NO	NZ-244	WB-00269
NZ-246	NZ-246	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2893562	173.6069489	705	na	OK	Demospongiae	Demospongiae	Polymastiidae	Polymastia	Polymastia invaginata	Polymastia invaginata	NO	NO	NZ-246	WB-00270
NZ-242	NZ-242	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2892647	173.6067963	697	na	OK	Demospongiae	Demospongiae	Suberitidae?	unknown 2	Rhizaxinella?	Rhizaxinella?	NO	NO	NZ-242	WB-00267
NZ-237	NZ-237	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2927361	173.6066742	853	na	OK	Hexactinellida	Hexactinellida	Rossellidae	Scyphidium	Scyphidium australiense	Scyphidium australiense	YES	YES	NZ-237	WB-00153
SO254_77_1	SO254_77	Seawater	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2927361	173.6066742	715	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_77	YES	YES	na	na
SO254_77_2	SO254_77	Seawater	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2927361	173.6066742	715	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_77	YES	YES	na	na
SO254_77_3	SO254_77	Seawater	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2927361	173.6066742	715	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_77	YES	YES	na	na
SED_ROV14_1	SED_ROV14_1	Sediment	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2883835	173.6060028	708	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_14	YES	YES	na	na
SED_ROV14_2	SED_ROV14_2	Sediment	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2883835	173.6060028	708	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_14	YES	YES	na	na
SED_ROV14_3	SED_ROV14_3	Sediment	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2883835	173.6060028	708	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_14	YES	YES	na	na
NZ-253	NZ-253	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2890854	173.6062622	674	na	OK	Demospongiae	Demospongiae	Tedaniidae	Tedania	Tedania / Tedania sp. 1	Tedania / Tedania sp. 1	YES	YES	NZ-253	WB-00277
NZ-247	NZ-247	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2919388	173.6065521	813	na	OK	Demospongiae	Demospongiae	Polymastiidae	Tentorium	Tentorium sp.	Tentorium sp.	YES	YES	NZ-247	WB-00271
NZ-254	NZ-254	Sponge	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	-43.2927361	173.6066742	853	na	UNKNOWN	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	NO	NO	NZ-254	WB-00156
NIWA127224	NIWA 127200	NIWA	20.02.17	Day12	77ROV14	Christchurch Canyon Slope	na	na	na	na	na	na	UNKNOWN	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	NO	NO	na	na
NZ-276	NZ-276	Sponge	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6191368	175.7879791	1663	na	OK	Hexactinellida	Hexactinellida	Euretidae	Eurete	Eurete sp. 2	Eurete sp. 2	NO	NO	NZ-276	WB-00160
NZ-278	NZ-278	Sponge	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6191406	175.7883453	1631	na	OK	Hexactinellida	Hexactinellida	Farreidae	Farrea	Farrea mexicana	Farrea mexicana	NO	NO	NZ-278	WB-00161
NZ-274	NZ-274	Sponge	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6192017	175.7877197	1675	na	OK	Hexactinellida	Hexactinellida	Rossellidae	Scyphidium	Scyphidium australiense	Scyphidium australiense	YES	YES	NZ-274	WB-00158
NZ-279	NZ-279	Sponge	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6191406	175.7883453	1631	na	OK	Hexactinellida	Hexactinellida	Rossellidae	Scyphidium	Scyphidium australiense	Scyphidium australiense	YES	YES	NZ-279	WB-00162
SO254_78_1	SO254_78	Seawater	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6101913	175.7892609	1202	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_78	YES	YES	na	na
SO254_78_2	SO254_78	Seawater	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6101913	175.7892609	1202	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_78	YES	YES	na	na
SO254_78_3	SO254_78	Seawater	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6101913	175.7892609	1202	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_78	YES	YES	na	na
SED_ROV15_1	SED_ROV15_1	Sediment	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6167641	175.7893066	1476	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_15	YES	YES	na	na
SED_ROV15_2	SED_ROV15_2	Sediment	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6167641	175.7893066	1476	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_15	YES	YES	na	na
SED_ROV15_3	SED_ROV15_3	Sediment	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6167641	175.7893066	1476	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_15	YES	YES	na	na
NZ-273	NZ-273	Sponge	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6101913	175.7892609	1283	na	UNKNOWN	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	NO	NO	NZ-273	WB-00157
NZ-275	NZ-275	Sponge	21.02.17	Day13	78ROV15	Wairarapa Slope	na	na	-41.6188965	175.7884827	1618	na	UNKNOWN	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	NO	NO	NZ-275	WB-00159
NZ-301	NZ-301	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0476112	178.1365662	893	na	OK	Hexactinellida	Hexactinellida	Aulocalycidae	Aulocalyx	Aulocalyx n. sp	Aulocalyx n. sp	YES	YES	NZ-301	WB-00168
NZ-306	NZ-306	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0495491	178.1354065	893	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Bolosominae	Bolosominae n. gen. 3 sp. 2	Bolosominae n. gen. 3 sp. 2	NO	NO	NZ-306	WB-00173
NZ-303	NZ-303	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0476875	178.1365967	894	na	OK	Demospongiae	Demospongiae	unknown sponge	unknown sponge	Demospongiae	Demospongiae	NO	NO	NZ-303	WB-00170
NZ-304	NZ-304	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0484009	178.1346741	899	na	OK	Demospongiae	Demospongiae	unknown sponge	unknown sponge	Demospongiae	Demospongiae	NO	NO	NZ-304	WB-00171
NZ-305	NZ-305	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0493774	178.1356049	892	na	OK	Demospongiae	Demospongiae	unknown sponge	unknown sponge	Demospongiae	Demospongiae	NO	NO	NZ-305	WB-00172
NZ-307	NZ-307	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0495491	178.1354065	893	na	OK	Hexactinellida	Hexactinellida	Farreidae	Farrea	Farrea occa occa	Farrea occa occa	NO	NO	NZ-307	WB-00284
NZ-302	NZ-302	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0495491	178.1354065	893	na	OK	Hexactinellida	Hexactinellida	Rossellidae	Lanuginellinae	Lanuginellinae indet.	Lanuginellinae indet.	YES	YES	NZ-302	WB-00169
NZ-300	NZ-300	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0482597	178.1347198	896	na	OK	Hexactinellida	Hexactinellida	Leucopsacidae	Leucopsacus	Leucopsacus distantus	Leucopsacus distantus	YES	YES	NZ-300	WB-00167
NZ-299	NZ-299	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0488701	178.1345215	908	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Regadrella	Regadrella n. sp. 2	Regadrella n. sp. 2	NO	NO	NZ-299	WB-00166
NZ-296	NZ-296	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0482597	178.1347198	896	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Regadrella	Regadrella okinoseana	Regadrella okinoseana	YES	YES	NZ-296	WB-00163
NZ-297	NZ-297	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0476112	178.1365662	893	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Regadrella	Regadrella okinoseana	Regadrella okinoseana	YES	YES	NZ-297	WB-00164
NZ-298	NZ-298	Sponge	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0491982	178.1358185	890	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Regadrella	Regadrella okinoseana	Regadrella okinoseana	YES	YES	NZ-298	WB-00165
SED_ROV16_1	SED_ROV16_1	Sediment	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0489159	178.1359253	886	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_16	YES	YES	na	na
SED_ROV16_2	SED_ROV16_2	Sediment	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0489159	178.1359253	886	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_16	YES	YES	na	na
SED_ROV16_3	SED_ROV16_3	Sediment	22.02.17	Day14	79ROV16	Seamount 986 off Hawke´s Bay	na	na	-40.0489159	178.1359253	886	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_16	YES	YES	na	na
NZ-314	NZ-314	Sponge	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0472603	178.1359406	883	na	OK	Demospongiae	Demospongiae	Cladorhizidae	Abyssocladia	Abyssocladia	Abyssocladia	YES	NO	NZ-314	WB-00177
NZ-312	NZ-312	Sponge	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0469971	178.1360016	877	na	OK	Demospongiae	Demospongiae	Cladorhizidae	Asbestopluma	Asbestopluma / Asbestopluma sp. 2	Asbestopluma / Asbestopluma sp. 2	NO	NO	NZ-312	WB-00176
NZ-318	NZ-318	Sponge	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0482826	178.1368103	875	na	OK	Hexactinellida	Hexactinellida	Aulocalycidae	Aulocalyx	Aulocalyx n. sp	Aulocalyx n. sp	YES	YES	NZ-318	WB-00181
NZ-316	NZ-316	Sponge	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0452576	178.1421356	857	na	OK	Hexactinellida	Hexactinellida	Rossellidae	Bathydorus	Bathydorus sp. 1	Bathydorus sp. 1	YES	YES	NZ-316	WB-00179
NZ-311	NZ-311	Sponge	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0452576	178.1421356	857	na	OK	Demospongiae	Demospongiae	unknown sponge	unknown sponge	Demospongiae	Demospongiae	NO	NO	NZ-311	WB-00175
NZ-310	NZ-310	Sponge	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0466995	178.1362457	871	na	OK	Hexactinellida	Hexactinellida	Rossellidae	Lanuginellinae	Lanuginellinae indet.	Lanuginellinae indet.	YES	YES	NZ-310	WB-00174
NZ-315	NZ-315	Sponge	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0461502	178.1403046	857	na	OK	Hexactinellida	Hexactinellida	Rossellidae	Lanuginellinae	Lanuginellinae indet.	Lanuginellinae indet.	YES	YES	NZ-315	WB-00178
NZ-319	NZ-319	Sponge	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0446587	178.1395416	852	na	OK	Hexactinellida	Hexactinellida	Rossellidae	Lanuginellinae	Lanuginellinae indet.	Lanuginellinae indet.	YES	YES	NZ-319	WB-00182
NZ-317	NZ-317	Sponge	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0452576	178.1421356	857	na	OK	Hexactinellida	Hexactinellida	Leucopsacidae	Leucopsacus	Leucopsacus distantus	Leucopsacus distantus	YES	YES	NZ-317	WB-00180
Tanja_K_C1	Tanja  (K, C1) (incubated in lab - small chambers)	Tanja	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.047554	178.1354828	887	na	na	na	na	na	na	na	na	na	na	Tanja  (K, C1) (incubated in lab - small chambers)	WB-00296
Tanja_K_C2	Tanja  (K, C2) (incubated in lab - small chambers)	Tanja	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.047554	178.1354828	887	na	na	na	na	na	na	na	na	na	na	Tanja  (K, C2) (incubated in lab - small chambers)	WB-00297
Tanja_K_C3	Tanja  (K, C3) (incubated in lab - small chambers)	Tanja	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.047554	178.1354828	887	na	na	na	na	na	na	na	na	na	na	Tanja  (K, C3) (incubated in lab - small chambers)	WB-00298
Tanja5A	Tanja5 A (incubated in lab - small chambers)	Tanja	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0484047	178.1346741	899	na	na	na	na	na	na	na	na	na	na	Tanja5 A (incubated in lab - small chambers)	WB-00292
Tanja5B	Tanja5 B (incubated in lab - small chambers)	Tanja	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0484047	178.1346741	899	na	na	na	na	na	na	na	na	na	na	Tanja5 B (incubated in lab - small chambers)	WB-00293
Tanja5C	Tanja5 C (incubated in lab - small chambers)	Tanja	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0484047	178.1346741	899	na	na	na	na	na	na	na	na	na	na	Tanja5 C (incubated in lab - small chambers)	WB-00294
SO254_81_1	SO254_81	Seawater	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0446587	178.1395416	852	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_81	YES	YES	na	na
SO254_81_2	SO254_81	Seawater	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0446587	178.1395416	852	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_81	YES	YES	na	na
SO254_81_3	SO254_81	Seawater	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0446587	178.1395416	852	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_81	YES	YES	na	na
PS-1069	PS-1069	PS	22.02.17	Day14	81ROV17	Seamount 986 off Hawke´s Bay	na	na	-40.0446587	178.1395416	852	na	UNKNOWN	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	NO	NO	na	na
NZ-326	NZ-326	Sponge	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9123421	179.2154541	1352	na	OK	Demospongiae	Demospongiae	Cladorhizidae	Abyssocladia	Abyssocladia	Abyssocladia	YES	NO	NZ-326	WB-00188
NZ-325	NZ-325	Sponge	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9145355	179.2136536	1389	na	OK	Hexactinellida	Hexactinellida	Leucopsacidae	Chaunoplectella	Chaunoplectella n. sp.	Chaunoplectella n. sp.	NO	NO	NZ-325	WB-00187
Tanja6_1	Tanja6 (incubated in lab - small chambers) 	Tanja	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9156723	179.2151031	1467	na	na	na	na	na	na	na	na	na	na	Tanja6 (incubated in lab - small chambers) 	WB-00301
Tanja6_2	Tanja6 (incubated in lab - small chambers) 	Tanja	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9156723	179.2151031	1467	na	na	na	na	na	na	na	na	na	na	Tanja6 (incubated in lab - small chambers) 	WB-00300
Tanja6_3	Tanja6 (incubated in lab - small chambers) 	Tanja	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9156723	179.2151031	1467	na	na	na	na	na	na	na	na	na	na	Tanja6 (incubated in lab - small chambers) 	WB-00299
NZ-321	NZ-321	Sponge	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9123421	179.2154541	1352	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Saccocalyx	Saccocalyx n. sp.	Saccocalyx n. sp.	YES	YES	NZ-321	WB-00183
NZ-322	NZ-322	Sponge	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9156265	179.2149353	1457	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Saccocalyx	Saccocalyx n. sp.	Saccocalyx n. sp.	YES	YES	NZ-322	WB-00184
