#SampleID	ID	SampleType	Date	SamplingDay	ROVstation	LocationName	SubstrateHabitat	MainGeography	Lon	Lat	Depth	Temp	TaxStat	Pooled	Class	Family	Genus	Species	EnvReplicates	MaxReplicates	MinReplicates	on_board_ID	LIMS-ID
NZ-323	NZ-323	Sponge	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9156265	179.2149353	1457	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Saccocalyx	Saccocalyx n. sp.	Saccocalyx n. sp.	YES	YES	NZ-323	WB-00185
SO254_84_1	SO254_84	Seawater	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9131241	179.2137909	1251	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_84	YES	YES	na	na
SO254_84_2	SO254_84	Seawater	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9131241	179.2137909	1251	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_84	YES	YES	na	na
SO254_84_3	SO254_84	Seawater	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9131241	179.2137909	1251	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_84	YES	YES	na	na
SED_ROV18_1	Sed_ROV18_1	Sediment	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9116592	179.2155304	1288	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_18	YES	YES	na	na
SED_ROV18_2	Sed_ROV18_2	Sediment	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9116592	179.2155304	1288	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_18	YES	YES	na	na
SED_ROV18_3	Sed_ROV18_3	Sediment	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9116592	179.2155304	1288	na	na	Sediment	Sediment	Sediment	Sediment	Sediment	Sediment_18	YES	YES	na	na
NZ-324	NZ-324	Sponge	23.02.17	Day15	84ROV18	Seamount 1247, off east Cape	na	na	-37.9115601	179.2155762	1278	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Walteria	Walteria leuckarti	Walteria leuckarti	YES	NO	NZ-324	WB-00186
NZ-349	NZ-349	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6093216	178.8540955	1164	na	OK	Hexactinellida	Hexactinellida	Aulocalycidae	Aulocalyx	Aulocalyx serialis	Aulocalyx serialis	YES	NO	NZ-349	WB-00200
NZ-338	NZ-338	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6118469	178.8523254	1150	na	OK	Hexactinellida	Hexactinellida	Rossellidae	Bathydorus	Bathydorus sp. 2	Bathydorus sp. 2	NO	NO	NZ-338	WB-00190
NZ-339	NZ-339	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6091194	178.8538361	1167	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Bolosoma	Bolosoma cyanae	Bolosoma cyanae	YES	YES	NZ-339	WB-00191
NZ-340	NZ-340	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6090164	178.853775	1166	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Bolosoma	Bolosoma cyanae	Bolosoma cyanae	YES	YES	NZ-340	WB-00192
NZ-341	NZ-341	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.609127	178.8539581	1164	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Bolosoma	Bolosoma cyanae	Bolosoma cyanae	YES	YES	NZ-341	WB-00193
NZ-346	NZ-346	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6102257	178.8540039	1149	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Bolosoma	Bolosoma cyanae	Bolosoma cyanae	YES	YES	NZ-346	WB-00197
NZ-342	NZ-342	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6093216	178.8540955	1164	na	OK	Hexactinellida	Hexactinellida	Rossellidae	Caulophacus	Caulophacus (Caulophacus) discohexaster	Caulophacus (Caulophacus) discohexaster	YES	NO	NZ-342	WB-00194
NZ-343	NZ-343	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6118469	178.8523254	1150	na	OK	Hexactinellida	Hexactinellida	Rossellidae	Caulophacus	Caulophacus (Caulophacus) discohexaster	Caulophacus (Caulophacus) discohexaster	YES	NO	NZ-343	WB-00195
NZ-344	NZ-344	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6100006	178.8534088	1161	na	BAD	unknown sponge	unknown sponge	unknown sponge	unknown sponge	CONT	CONT	NO	NO	NZ-344	WB-00285
NZ-351	NZ-351	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6101036	178.8539429	1153	na	BAD	unknown sponge	unknown sponge	unknown sponge	unknown sponge	CONT	CONT	NO	NO	NZ-351	WB-00286
NZ-348	NZ-348	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6103325	178.8538513	1150	na	OK	Demospongiae	Demospongiae	unknown sponge	unknown sponge	Demospongiae	Demospongiae	NO	NO	NZ-348	WB-00199
NZ-345	NZ-345	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6100235	178.8538361	1153	na	OK	Hexactinellida	Hexactinellida	Farreidae	Farrea	Farrea sp. 4	Farrea sp. 4	YES	NO	NZ-345	WB-00196
NZ-337	NZ-337	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6118469	178.8523254	1150	na	OK	Hexactinellida	Hexactinellida	Pheronematidae	Poliopogon	Poliopogon n. sp.	Poliopogon n. sp.	NO	NO	NZ-337	WB-00189
NZ-350	NZ-350	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6093216	178.8540955	1164	na	OK	Hexactinellida	Hexactinellida	Euplectellidae	Regadrella	Regadrella sp. 2	Regadrella sp. 2	YES	YES	NZ-350	WB-00201
SO254_85_1	SO254_85	Seawater	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6099167	178.8537292	1152	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_85	YES	YES	na	na
SO254_85_2	SO254_85	Seawater	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6099167	178.8537292	1152	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_85	YES	YES	na	na
SO254_85_3	SO254_85	Seawater	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6099167	178.8537292	1152	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_85	YES	YES	na	na
NZ-347	NZ-347	Sponge	24.02.17	Day16	85ROV19	Southern Kermadec Ridge	na	na	-35.6090736	178.8538818	1169	na	UNKNOWN	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	unknown sponge	NO	NO	NZ-347	WB-00198
SO254_23_1	SO254_23	Seawater	04.02.17	Day06	CTD23	Kermadec trench/slope	na	na	-29.266617	-176.700083	4470	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_23	YES	YES	na	na
SO254_23_2	SO254_23	Seawater	04.02.17	Day06	CTD23	Kermadec trench/slope	na	na	-29.266617	-176.700083	4470	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_23	YES	YES	na	na
SO254_23_3	SO254_23	Seawater	04.02.17	Day06	CTD23	Kermadec trench/slope	na	na	-29.266617	-176.700083	4470	na	na	Seawater	Seawater	Seawater	Seawater	Seawater	Seawater_23	YES	YES	na	na
Mock1	Mock1	Mock	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
Mock2	Mock2	Mock	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
Mock3	Mock3	Mock	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
Mock4	Mock4	Mock	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
NIWA127200	NIWA127200	NIWA	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
NIWA127239	NIWA127239	NIWA	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
NIWA127245	NIWA127245	NIWA	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
NTC1	NTC1	NC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
NTC2	NTC2	NC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
NTC3	NTC3	NC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
NTC4	NTC4	NC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
NTC5	NTC5	NC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
NTC6	NTC6	NC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
NTC7	NTC7	NC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
NTC8	NTC8	NC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
P1	P1	PosC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
P2	P2	PosC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
P3	P3	PosC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
P4	P4	PosC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
P5	P5	PosC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
P6	P6	PosC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
P7	P7	PosC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
P8	P8	PosC	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
